,name,m_or_f,namelen
3952,jitender gupta,m,14
3953,subjeet vishavkarma,m,19
3955,deepak sagar,m,12
3956,manoj sachdeva,m,14
3957,bhole ram,m,9
3958,navin kumar gutam,m,17
3959,rudmal,m,6
3962,cheete,m,6
3963,janmesh,m,7
3965,mohan hemant kumar,m,18
3967,beenu,m,5
3968,yogendra kumar,m,14
3969,murad husain,m,12
3970,bharat bhushan,m,14
3971,angan singh,m,11
3973,pawan kumar shri vastav,m,23
3975,vikash choudhary,m,16
3976,vinod chandra upreti,m,20
3979,shanvaj,m,7
3980,souvik banerjee,m,15
3981,khalil balue,m,12
3983,shyam lal chawla,m,16
3984,sumoranjam,m,10
3985,davender,m,8
3986,chotu,m,5
3987,sujeet kumar jha,m,16
3988,rajiv madhur gupta,m,18
3989,devdhari,m,8
3990,goruav,m,6
3991,ravi kapoor,m,11
3992,ravi lakra,m,10
3993,badri ram,m,9
3994,chander singh,m,13
3997,kishan soni,m,11
3999,saroz,m,5
4000,asarfi lal,m,10
4001,saurav,m,6
4002,narendra,m,8
4005,kanhiya,m,7
4006,prem chandra joshi,m,18
4007,manish chabra,m,13
4008,wasim chira,m,11
4009,harsh chawla,m,12
4010,nitin neeraj,m,12
4011,raj dhameja,m,11
4012,md imran,m,8
4014,khusaboo,m,8
4015,salinder,m,8
4016,samad,m,5
4017,pushpa devi,m,11
4018,suraj pal,m,9
4019,sunil lala,m,10
4022,santosh kumar,m,13
4023,asish agarwal,m,13
4024,umesh chand,m,11
4025,kirshna,m,7
4026,ombeer,m,6
4027,sham singh,m,10
4028,ganpat,m,6
4030,balbeer,m,7
4031,ramfare yadav,m,13
4032,ajay kumar gupta,m,16
4033,lovly ladi,m,10
4035,anil suman,m,10
4037,vijay bahadur,m,13
4038,mohd. samsher,m,13
4039,khamchand,m,9
4040,bhulaee,m,7
4041,mihir,m,5
4042,santosh uppadhya,m,16
4043,soban singh rawat,m,17
4044,lllllllllllllllllll,m,19
4045,smt. jyoti,m,10
4047,sawrn singh,m,11
4048,shankar sharma,m,14
4050,ratwari chaudhary,m,17
4051,surender pal arora,m,18
4052,swapam som,m,10
4053,sanjit kumar,m,12
4054,phakir chand,m,12
4055,shakil ahamad,m,13
4056,susanto dass,m,12
4059,seti,m,4
4061,shailesh kumar rai,m,18
4063,manesh chadda,m,13
4064,muzim shah,m,10
4065,rohan singh,m,11
4066,mool chand goyal,m,16
4067,arun kafley,m,11
4071,pardeep adak,m,12
4072,avdhesh kumar,m,13
4073,paramveer urf chintu,m,20
4074,manmohan kandwal,m,16
4075,ibrahim,m,7
4076,bhola,m,5
4077,md kadir,m,8
4078,sarvan mehto,m,12
4079,mahender sharma,m,15
4080,amit singh,m,10
4082,ramanand ray,m,12
4083,milkhi ram,m,10
4084,asi p s mahali,m,14
4086,sanjeev verma,m,13
4088,sandeep monu,m,12
4089,velaram,m,7
4091,santi,m,5
4092,haneef,m,6
4093,yogender kumar,m,14
4094,vidit tyagi,m,11
4095,megh singh,m,10
4096,ramakant,m,8
4099,ram varaksh chaoudhary,m,22
4100,rambrij,m,7
4101,kapiil shah,m,11
4102,saruf,m,5
4103,hakimuddin,m,10
4104,suresh thakur,m,13
4105,riyasat,m,7
4106,vikas rajpoot,m,13
4107,jasvant,m,7
4108,mohd. used,m,10
4109,pawan rana,m,10
4110,kumail,m,6
4111,mohd ahmad guddu,m,16
4112,subhash sharma,m,14
4113,tameezuddin,m,11
4114,khajan singh,m,12
4115,suraj kewat,m,11
4117,puranmal,m,8
4118,visvajeet mandal,m,16
4119,subash,m,6
4120,sooraj bakhu,m,12
4121,sachin gupta,m,12
4122,abhishek tiwari,m,15
4123,sabrajeet pappu,m,15
4125,shadan arif,m,11
4126,piyush anand,m,12
4127,gotam kumar,m,11
4129,n. kumar,m,8
4131,homa soji,m,9
4132,satya sunder pauigrali,m,22
4133,ram swaroop,m,11
4134,nishant kumar,m,13
4136,atul uppel,m,10
4137,ashwini,m,7
4138,shubham urf sonu,m,16
4141,dharmender sahu,m,15
4142,ravi rawat,m,10
4143,tashnim,m,7
4144,md salim,m,8
4146,sudhdev,m,7
4147,kalap nath yadav,m,16
4148,santram meena,m,13
4149,mangeram,m,8
4151,naushad,m,7
4153,chootu,m,6
4154,nawed,m,5
4155,chander parkash,m,15
4156,ajab singh,m,10
4157,devendra singh,m,14
4158,dilshad,m,7
4160,ramesh dilwar,m,13
4161,perdeep,m,7
4162,dharam pal,m,10
4163,jitender kumar jha,m,18
4164,hanif,m,5
4165,chetan yogi,m,11
4166,mohd tausif,m,11
4168,sinil kumar,m,11
4169,prahlad sharma,m,14
4171,ram uadagar jha,m,15
4172,kamla pardad,m,12
4173,mohd kaim,m,9
4174,sh vinod kumar,m,14
4175,manvendra singh tiger,m,21
4176,hanumanram,m,10
4178,arvind bhardwaj,m,15
4179,razi,m,4
4180,visham,m,6
4181,gaurav aggarwal,m,15
4182,monu nanki,m,10
4183,nand kishor puppu,m,17
4184,devpal,m,6
4185,vishnu bahadur thapa,m,20
4186,kailash chand verma,m,19
4187,arjun sharma,m,12
4188,parvej alam,m,11
4189,mohd. sharukh,m,13
4190,mohd. izhar,m,11
4191,shur singh,m,10
4192,kishore dutt,m,12
4194,shyam chirag,m,12
4195,dolat singh,m,11
4196,suneel kumar,m,12
4197,srikant,m,7
4200,kapil aroda,m,11
4201,abhinav mittal,m,14
4204,maninder mani,m,13
4207,naryan singh,m,12
4208,manjeet kaur,m,12
4210,baichan pando,m,13
4211,mohammad nasim,m,14
4214,suresh pappi,m,12
4215,mohan dagar,m,11
4217,ashish vajpay,m,13
4218,sagar pal,m,9
4219,mohd. samad,m,11
4220,sashi partap,m,12
4222,ali hussain,m,11
4224,sanju tamang,m,12
4225,neelajan sen,m,12
4227,ghurul alam,m,11
4229,nirbhay tiwari,m,14
4230,kamal shayam sukha,m,18
4231,kamal kishore,m,13
4232,karan singh karna,m,17
4233,bhagwanaram,m,11
4234,dular mohd.,m,11
4235,pervez aalam,m,12
4236,brijpal,m,7
4237,amarnath,m,8
4238,ashif,m,5
4239,binder singh,m,12
4240,jawed,m,5
4244,sagir ali,m,9
4245,anand neeraj,m,12
4246,gulshan kumar sonu,m,18
4247,mehbob ali,m,10
4249,munne alias driver,m,18
4251,hari lal,m,8
4252,yamin,m,5
4253,mohar snigh,m,11
4254,birbal ram so,m,13
4256,navin kumpawat,m,14
4257,aagand,m,6
4258,rajpal sharma so mahadev prasad,m,31
4259,ashu chavikant,m,14
4261,mohd parveen,m,12
4264,sehin,m,5
4265,hitesh widhuri,m,14
4266,rishi mandal,m,12
4268,munna shah,m,10
4269,ajit yadav,m,10
4270,puswa swami ratan,m,17
4272,prateek bahl,m,12
4273,roshan kumar,m,12
4274,deepu deepak,m,12
4275,shushil,m,7
4276,moh arif,m,8
4278,sahil bhola,m,11
4279,balram bhandari,m,15
4280,sheh nawaz,m,10
4282,fahim ullah,m,11
4283,shahid khan,m,11
4284,gomti,m,5
4286,amit kumar kalu,m,15
4287,krishan chand arora,m,19
4291,vinodbadri,m,10
4292,jagnath murmu,m,13
4293,mr. narendra singh,m,18
4294,raman kumar rupi,m,16
4295,mali ram,m,8
4296,sanjeet kumar,m,13
4297,inderjeet singh,m,15
4298,gajraj,m,6
4300,archna,m,6
4302,barjesh,m,7
4303,md eklok,m,8
4304,harish kala,m,11
4305,mithelash,m,9
4306,meenu kumar,m,11
4307,vikram routela,m,14
4309,rohit gulati,m,12
4310,sampat sadashiv saluke,m,22
4311,chela ram,m,9
4312,virender kumar,m,14
4313,chandra parkash,m,15
4314,vijay mann,m,10
4315,dhanjay,m,7
4318,dheeraj chawla,m,14
4319,parmanand,m,9
4320,nadir tanzeem,m,13
4321,ajay mishra,m,11
4323,bharatlal meena,m,15
4324,dund kishan,m,11
4325,shri sunil gupta,m,16
4326,badri prasad,m,12
4327,subhan khan,m,11
4328,durjan,m,6
4329,anurag mishra,m,13
4330,rahul pratap,m,12
4334,tavraj,m,6
4336,faisal yajdani,m,14
4337,jasvinder singh,m,15
4338,shankar kalu,m,12
4339,na,m,2
4340,aashish gupta,m,13
4341,bholu ram,m,9
4342,jahir alam,m,10
4343,md. anus,m,8
4344,jagdambika,m,10
4345,vijay shri vastav,m,17
4346,chunnu sharma,m,13
4347,devi lal,m,8
4348,udai narayan panda,m,18
4349,jai prakash yadav,m,17
4350,ravi yadram,m,11
4351,chandra kanta jat,m,17
4352,naisi ram,m,9
4353,govinda govind gautam,m,21
4354,kalpesh,m,7
4356,abdul kadirjilani khan,m,22
4357,jism mehar singh bedi,m,21
4358,abdul kadir jilani khan,m,23
4360,nabi bhura,m,10
4361,bunty,m,5
4363,imaman,m,6
4364,kaptan,m,6
4366,batu badhu lal,m,14
4367,vipin gujral,m,12
4368,dil kush meena,m,14
4369,md. khalid,m,10
4370,mohd shan,m,9
4371,prabhjit singh,m,14
4373,anikesh,m,7
4374,nazirul,m,7
4375,mohd khalid,m,11
4376,aanand kumar,m,12
4377,dharam dev podar,m,16
4378,jay narayan,m,11
4379,vijay gourav monu,m,17
4380,sunny goyal,m,11
4381,joni,m,4
4382,puran singh rawat,m,17
4385,radha kishan yadav,m,18
4386,rampal singh,m,12
4387,sanjiv kumar,m,12
4388,rajender nath,m,13
4389,raman rajak,m,11
4390,laxman kumar,m,12
4391,nischaya,m,8
4392,samir,m,5
4393,sandeep negi,m,12
4394,anil mandal,m,11
4395,meghanath suwedi,m,16
4396,harish chander saroj,m,20
4397,shishul pal,m,11
4399,sheikh azhar ali,m,16
4400,boby farman,m,11
4402,ram nath choudhary,m,18
4403,ram yadav,m,9
4404,halke,m,5
4405,methun,m,6
4406,mangeshwar,m,10
4407,taiyab khan,m,11
4410,kuparth shah,m,12
4411,vicky singh,m,11
4412,kulwinder singh,m,15
4415,aru,m,3
4416,ikramudeen,m,10
4417,poshetty gajjala,m,16
4418,muskuran,m,8
4420,ratan lal,m,9
4421,raj bala bharati,m,16
4422,manish kumar mandal,m,19
4423,rishab kumar,m,12
4425,muhmad aarif so mu.hashin appar bhktiyana srinaga,m,49
4427,naved ali,m,9
4428,nain singh,m,10
4429,mehboob ali,m,11
4430,sheikh hamidral,m,15
4431,jatin kashyap jitu,m,18
4432,raman singh,m,11
4433,gurvinder singh so,m,18
4434,annat singh so,m,14
4435,ramkishan,m,9
4436,parhalad yadav,m,14
4437,ramkiashan,m,10
4438,sankarlal,m,9
4439,abhisek,m,7
4440,akib,m,4
4441,dheeraj malik,m,13
4442,sanjaysonu,m,10
4443,miraz ali,m,9
4444,amrit pal singh,m,15
4445,moh0 umar,m,9
4446,prsant,m,6
4447,satya,m,5
4448,pankaj dhami,m,12
4450,poonam,m,6
4451,sukkhu,m,6
4452,angad bhatia,m,12
4453,duni chand bks,m,14
4454,sanjeev bhardwaj,m,16
4455,radhamohan,m,10
4456,wazir azam,m,10
4458,kumresh,m,7
4459,mahesh madhusudan,m,17
4460,chtar singh,m,11
4462,kirashan avatar gupta,m,21
4463,karim,m,5
4465,noore alam,m,10
4466,wazid husain,m,12
4467,vivekanand mishra munsi,m,23
4468,neelkant sharma,m,15
4469,geeta bhagat,m,12
4470,mona,m,4
4471,mohammad rasid,m,14
4472,sh. janardhan prasad,m,20
4473,hardeep singh,m,13
4475,mahender singh negi,m,19
4476,jamadar yadav,m,13
4477,bal dev,m,7
4479,vinit kumar,m,11
4481,raj upadhyay,m,12
4482,rihal ali,m,9
4483,narender kumar,m,14
4484,manish aneja,m,12
4485,bijender singh,m,14
4486,rame singh,m,10
4487,rajkumar kala,m,13
4488,hasibul khan,m,12
4489,shiv kumar sharma,m,17
4490,sher ram,m,8
4491,radheshyam gupta,m,16
4492,satendra singh,m,14
4493,naved,m,5
4494,bhawani shankar,m,15
4495,sujeet vishwas,m,14
4497,sandeep leelu,m,13
4499,mahender sahani,m,15
4500,nilu giri,m,9
4501,sohan singh,m,11
4502,amir hamza,m,10
4503,chaman lal verma,m,16
4505,arun sing,m,9
4506,nabijan,m,7
4507,arun prakash tiwari,m,19
4509,dya shakar,m,10
4510,dya shankar,m,11
4511,karan singh urf rahul,m,21
4512,mahender verma,m,14
4513,punit gupta,m,11
4514,mohd. whied,m,11
4515,jogender singh,m,14
4517,harsh sharma,m,12
4518,vikrant singh,m,13
4519,roshan singh,m,12
4520,chetna,m,6
4521,naresh kuamr,m,12
4522,awdesh kumar,m,12
4523,brijlal giri,m,12
4525,amar deep,m,9
4526,pramod shrama,m,13
4527,tarbez ansari,m,13
4528,riyajuddin,m,10
4529,ajit singh,m,10
4530,kaushal,m,7
4531,harshdeep,m,9
4532,sahil khan,m,10
4533,roop basant meena,m,17
4534,gandhi,m,6
4536,vaseem monu,m,11
4537,ajim,m,4
4538,,m,3
4539,ujjawal upadhyay,m,16
4540,subhash chander sukhija,m,23
4541,bhikhari,m,8
4542,md hasan,m,8
4543,ravinder singh bunty,m,20
4544,shivaji rai,m,11
4545,ramjeet,m,7
4546,gopal dass,m,10
4547,sehjamal urf munna,m,18
4548,ranbir singh,m,12
4549,bintu,m,5
4550,bhola nath,m,10
4551,laxman lal tundwal,m,18
4552,md hassan,m,9
4553,hayatul,m,7
4555,mohan pandey,m,12
4556,somnath batra,m,13
4557,shahnwaj,m,8
4559,ahupendra,m,9
4560,dharmveer,m,9
4561,aakash chaudhary,m,16
4562,lal man gupta,m,13
4564,saddham,m,7
4566,puspendar,m,9
4568,satbir kumar,m,12
4569,babulal,m,7
4570,shiv lal nehara,m,15
4571,manoj kumar josi,m,16
4572,kirshan,m,7
4574,kanok,m,5
4575,azhar khan,m,10
4576,sahna,m,5
4580,ayube,m,5
4581,kirshn goapal jadhon,m,20
4583,jitender soni,m,13
4584,balam,m,5
4585,rajeshvr,m,8
4586,shahvaj,m,7
4587,pintu meghwal,m,13
4588,nathulal,m,8
4590,shivraj,m,7
4591,muksndi lal,m,11
4593,partik kumar,m,12
4594,shubhm,m,6
4596,aaftab alam,m,11
4597,subodh yadav,m,12
4598,sujeet haldal,m,13
4599,vijay kumar tiwari pappu,m,24
4600,karan pandey kumar pandey,m,25
4601,raj kohli,m,9
4602,jasvinder singh kawal jeet kaur wife 35 yrs an,m,46
4603,anli kumar,m,10
4606,santosh so pradeep mandal,m,25
4607,sh.vipin kumar yadav,m,20
4608,shah aftab,m,10
4610,dheeraj passi,m,13
4611,mithlesh yadav,m,14
4612,ramkumar tiwari,m,15
4613,dhiraj passi,m,12
4614,kirtiman,m,8
4615,dikshant,m,8
4616,bhanvar singh,m,13
4619,rajendar sen,m,12
4620,narendar,m,8
4621,pujja,m,5
4622,amarchand,m,9
4623,ram shabad,m,10
4624,naresh bansal,m,13
4626,aashish,m,7
4627,lakhi,m,5
4628,praveen puran,m,13
4629,ranbir singh sonu,m,17
4631,omesh,m,5
4633,sahrik ikbal,m,12
4634,sarita,m,6
4635,nenhe sidhque,m,13
4636,kesav mehta so bhupender mehta,m,30
4637,mohit dua ji,m,12
4640,mustkeem ali,m,12
4641,bhavisaya rai choudhry,m,22
4642,sharib,m,6
4644,avnish kumar kallu,m,18
4645,vishal ashu,m,11
4646,sanjeev sarkar,m,14
4647,bhanu sanjay,m,12
4648,omprakash golu,m,14
4649,mayank aakash,m,13
4651,jile singh,m,10
4652,zahir miyan,m,11
4653,dhuruv shetty,m,13
4654,m rajeev,m,8
4655,kanheya lal,m,11
4656,p dinesh raju,m,13
4658,chandu paswan,m,13
4659,pooran singh saini,m,18
4660,deepak gupta,m,12
4661,suraj rana,m,10
4664,baburam singh,m,13
4665,imtiyaz,m,7
4666,bansi lal,m,9
4667,parvesh kumar,m,13
4668,bahadur,m,7
4669,janak singh dadwal,m,18
4670,narayan ram,m,11
4672,dinesh siriwastav,m,17
4674,moolchand urf banti,m,19
4675,natthu,m,6
4676,khubchand,m,9
4677,ram anuj kumar,m,14
4678,hazari lal,m,10
4679,manmeet singh saini,m,19
4680,afzaj ansari,m,12
4681,bhupender singh,m,15
4683,kishan yadav so thag yadav,m,26
4684,sanjeet,m,7
4685,ranjeet kumar,m,13
4686,iswer singh,m,11
4687,anubhav,m,7
4688,ravish kumar,m,12
4689,kamal kakkad,m,12
4690,mohd. latif,m,11
4692,inder dev singh,m,15
4693,sashi,m,5
4694,dataterya devi dass jadhav,m,26
4695,mohd sabbir,m,11
4696,ganesh yadav,m,12
4698,sahid khan,m,10
4699,mithlesh,m,8
4701,ravi kumar gangwal,m,18
4704,mani kumar,m,10
4705,md. ashik,m,9
4706,shyam lal meghawal,m,18
4709,jitan ram,m,9
4710,mukhtar,m,7
4711,kurban ali,m,10
4712,anurag chander,m,14
4714,gyandeep,m,8
4715,faizal,m,6
4716,harbansh singh,m,14
4717,kuldeep kumar,m,13
4718,birender kishor bhala,m,21
4719,laxman bhadur,m,13
4720,omparsad,m,8
4721,ziarul rehman,m,13
4724,janta,m,5
4725,simranjeet singh,m,16
4726,devi dass,m,9
4727,shree bhagwat nishad,m,20
4728,mohmad shadi,m,12
4729,rudra pratap,m,12
4730,sundar lal,m,10
4731,akash mandal,m,12
4732,jalsingh,m,8
4733,amit parasar,m,12
4735,mukul sonu,m,10
4736,amjad,m,5
4737,rashid ali,m,10
4739,tarun soni,m,10
4740,khushnaseeb,m,11
4741,khubi ram,m,9
4743,goverdhan,m,9
4744,reyaz ahmed malik,m,17
4745,subodh kumar,m,12
4746,rajesh sharma,m,13
4748,sh phool chand sharma,m,21
4749,raj kumar meena,m,15
4750,ashok shoky,m,11
4751,rajaram radhey,m,14
4753,netra singh,m,11
4754,manish rana,m,11
4755,shyoram avatar,m,14
4756,saroj kumar,m,11
4757,karan jeet singh,m,16
4758,mudasar,m,7
4759,varsha,m,6
4760,ram kishan tomar,m,16
4761,kumod yadav,m,11
4763,hitender garg,m,13
4764,md.tosheeb,m,10
4766,vaishali vishu,m,14
4767,abhishekchotu,m,13
4768,nadhim,m,6
4769,ibraheem,m,8
4771,vijay aggarwal,m,14
4772,ashiqu,m,6
4773,gurnam singh,m,12
4774,pappu joseph,m,12
4775,ganesh jat,m,10
4776,md. jisan,m,9
4777,shayam singh sonu,m,17
4778,shayam kishor singh,m,19
4779,dr gopal bhagat,m,15
4780,dharmender singh solanki,m,24
4781,shyam bihari,m,12
4783,joginder pal lokki,m,18
4784,anand singh mehra,m,17
4785,mishri lal,m,10
4787,dishant kumar nigam,m,19
4788,asfak,m,5
4789,givinda,m,7
4790,surender pale ram,m,17
4791,veerbhan,m,8
4793,ravi kumar ojha,m,15
4795,sh sardar singh yadav,m,21
4796,saurabh ujjwal,m,14
4799,sunil mehta,m,11
4800,aashish mathur so satbir mathur,m,31
4801,shiv kumar verma,m,16
4802,geesa kha,m,9
4804,chander bhan,m,12
4805,chhabeel sharma,m,15
4806,bhanwer singh bablu,m,19
4807,kalu sanjay,m,11
4808,keshri chand,m,12
4810,bhuri,m,5
4811,mahadev,m,7
4812,naeem,m,5
4813,somnath banarji,m,15
4815,lalit lalu so shambhudayal ro rana ki ka kooaa,m,46
4816,shri niwas so rameshwar sharma,m,30
4817,panchi lal,m,10
4818,sadik husain,m,12
4819,saroop singh,m,12
4820,mohd. miraj ansari,m,18
4821,aalam aara,m,10
4823,sunil yadav,m,11
4824,sunil anurag,m,12
4825,partap,m,6
4828,himal,m,5
4829,rajat sarma,m,11
4830,babulal sharma,m,14
4831,jasim ahemad,m,12
4832,nasir lala bhai,m,15
4833,shashi pal,m,10
4834,jai prakash sharma,m,18
4836,preeti,m,6
4838,ram gopal,m,9
4840,sh. muzaffar ahmad thoker,m,25
4842,jayesh singatvadiya,m,19
4843,amit gupta,m,10
4846,ramanand jha,m,12
4847,najubai nayak 25 years,m,22
4848,nawab ali,m,9
4849,satrughan muttun,m,16
4851,gurbachan singh,m,15
4852,ashish solanki,m,14
4853,pradeep agrawal,m,15
4854,v.b. sumramanya jaya prakash chandra,m,36
4855,pintu chaudhary,m,15
4856,kamal jyoti sharma,m,18
4857,suresh dass,m,11
4859,gyanwati,m,8
4861,ajay saine,m,10
4862,sheilesh kumar,m,14
4864,razim,m,5
4865,sh reddy ashraiya,m,17
4866,ishwar bansal,m,13
4867,vivek rohan,m,11
4868,saket,m,5
4869,biram lal chamar,m,16
4870,nanhey,m,6
4871,mousin,m,6
4872,sardar amarjeet sahni,m,21
4873,naveen singh,m,12
4874,rajuddin,m,8
4876,jaibhagwan kala,m,15
4878,hashrat,m,7
4880,amar pal,m,8
4882,pallu,m,5
4884,jai kailash,m,11
4886,patav,m,5
4888,rishi raj,m,9
4889,mohd. fazil,m,11
4890,satendra pal singh,m,18
4891,moham madhav,m,12
4892,lalit singh bisht,m,17
4893,stifen john,m,11
4894,virender sehrawat,m,17
4895,vikram khatri,m,13
4896,khetra nath,m,11
4897,saleem ansari,m,13
4898,ramveer,m,7
4900,robert forsis,m,13
4901,succha singh,m,12
4902,inder lal,m,9
4905,vedh prkash,m,11
4906,babu lal sharma,m,15
4909,param,m,5
4911,parveen puran,m,13
4912,md. hasrat khan,m,15
4913,rakesh sonu,m,11
4914,abhijit singh,m,13
4916,sanjeev ratan,m,13
4917,mahadev parshad,m,15
4919,chitprit singh,m,14
4920,usman,m,5
4921,sachin lakhera,m,14
4922,jagdish mushar,m,14
4923,ajay kumar chautu,m,17
4924,pahalwan singh,m,14
4926,leela ram,m,9
4927,susant,m,6
4928,imran khureshi,m,14
4929,kaushallala,m,11
4930,sarip ahmad,m,11
4931,arshad ali,m,10
4932,dharmraj,m,8
4934,hardas,m,6
4935,hardass,m,7
4936,devendra,m,8
4937,anjum,m,5
4938,israil,m,6
4939,devesh kadyan,m,13
4941,vaibahv,m,7
4942,kunal kumar singh,m,17
4943,shrikant manjhi,m,15
4944,risiraj,m,7
4945,awedhesh kumar,m,14
4946,shivam so,m,9
4947,dayaram,m,7
4948,elwin lal,m,9
4949,mahender mishra,m,15
4950,jaipal singh,m,12
4951,sunder singh kaintura,m,21
4952,subash shani,m,12
4953,gaurav gupta,m,12
4954,rohaan sadat,m,12
4955,mohd kamran,m,11
4959,mr. satyanara,m,13
4961,akashya tyagi,m,13
4962,mohit brig,m,10
4963,manish ghai,m,11
4964,manoj kumar shrivastav,m,22
4965,jiwan dhir,m,10
4968,lukman,m,6
4970,bhudhashen,m,10
4971,sardeep,m,7
4972,pawan kumar sharam,m,18
4973,naveen sharma,m,13
4974,luv kumar sharma,m,16
4975,netram,m,6
4976,iswar lal raigar,m,16
4980,gourav verma,m,12
4981,moh.javed,m,9
4982,sawali mahto,m,12
4983,laxman sinsh,m,12
4986,perkash,m,7
4991,tek bahadur,m,11
4992,tunda urf nathi,m,15
4993,yash goyal,m,10
4994,abhilash dabba,m,14
4995,mumtaj,m,6
4996,gahnshyam,m,9
4997,salaman,m,7
4998,chunnu,m,6
4999,rohit sharma,m,12
5000,mohd ashlam,m,11
5002,sharee chand babu,m,17
5003,akhlesh paswan,m,14
5004,mohini,m,6
5005,allaraji,m,8
5006,firoj ahmad,m,11
5007,jainab,m,6
5008,kudeep,m,6
5009,ishant sharma,m,13
5010,ravinder dhaka,m,14
5011,jitender singh,m,14
5012,swami nath,m,10
5013,mohd. akhtar hussain,m,20
5015,ramesh bansal,m,13
5019,noor mohammad,m,13
5020,rajibul,m,7
5021,prabhu dayal sharma,m,19
5022,rajnish gupta,m,13
5024,rijwan,m,6
5027,shri gangabal singh,m,19
5028,shambu dayal,m,12
5029,parbhat jha,m,11
5030,rehmat ali,m,10
5032,meena,m,5
5033,dhrampla,m,8
5034,shiv narayan,m,12
5035,hiten dev,m,9
5037,chandru,m,7
5038,ankus puri,m,10
5039,shriram so lakhan dass,m,22
5041,mohd salahuddin,m,15
5043,shyam pal,m,9
5044,lallu,m,5
5045,jeete,m,5
5046,umashanker,m,10
5049,ravi rakuwar,m,12
5050,sagar goswami,m,13
5051,pabitra bhoi,m,12
5052,sam midde,m,9
5053,bheem mukhiya,m,13
5054,jagdish kumar sagar,m,19
5058,pramod tyagi,m,12
5059,madanlal,m,8
5060,jaipal singh manoj,m,18
5061,nadeem so shahanshah,m,20
5063,abhishik partap singh,m,21
5065,perveen kumar,m,13
5066,sanjay yadav,m,12
5067,vivek raj,m,9
5068,nidhi,m,5
5069,neeraj jain,m,11
5070,akhlesh babloo,m,14
5071,kamal kishor saini,m,18
5072,himansu,m,7
5073,parmeshwar das,m,14
5075,kantil lal,m,10
5076,shankar lal verma,m,17
5078,suresh chander,m,14
5079,mohd. kaif,m,10
5081,jatin sharma,m,12
5082,ujjwal kumar bittu,m,18
5084,abhaysingh,m,10
5085,mohd. vashim,m,12
5086,dharmveer singh,m,15
5087,kalla,m,5
5088,anish ahamad,m,12
5090,suresh kumar munna,m,18
5091,deepak tomar,m,12
5092,shardha nand,m,12
5093,insaf ali,m,9
5094,tuka ram maruti ghonde,m,22
5095,viney,m,5
5096,deba prasad,m,11
5097,naseem ahmed,m,12
5099,abhay papnoi,m,12
5100,bhotra,m,6
5101,aalam singh,m,11
5102,parmod kumar,m,12
5103,amir hussain,m,12
5104,gulshan chadda,m,14
5105,upender narayan jha,m,19
5106,mani manohar prasad,m,19
5108,sahbuddin,m,9
5109,maatwar singh,m,13
5110,lalit pandey,m,12
5113,sudesh kumar suresh,m,19
5114,pankaj yadav,m,12
5115,ranjeet kumar,m,13
5116,ravi kumar batra,m,16
5118,sunil gurjer,m,12
5119,rajesh tiwari,m,13
5122,vinod raju,m,10
5123,aditya arya,m,11
5124,himanshu mahajan,m,16
5125,ramanand tyagi,m,14
5126,ravi arora,m,10
5129,arun singh,m,10
5130,paras chawla,m,12
5132,parveshpankaj,m,13
5135,rampaal,m,7
5136,laxmi narayan malpani,m,21
5137,saurab,m,6
5138,hanif khan,m,10
5140,saif,m,4
5141,veerander,m,9
5142,om beer singh,m,13
5144,raju khan,m,9
5145,babu lal yadav,m,14
5148,ilayat mudda,m,12
5149,upender dass,m,12
5150,azad hussain,m,12
5151,sablu,m,5
5152,parashram,m,9
5153,dayaram so madan lal lohar 28 years ro madanpura,m,48
5154,devanand kushwaha,m,17
5156,pravin kasana,m,13
5157,furkhan,m,7
5158,ishwar singh aggarwal,m,21
5159,kalyan singh kallu,m,18
5160,pintu saini,m,11
5162,prakash gupta,m,13
5163,surender prince,m,15
5164,satpal chauhan,m,14
5165,sedarath,m,8
5166,sukhbir tanwar,m,14
5167,jagdish sharma,m,14
5168,raju gharami,m,12
5169,mohd. almas,m,11
5170,raja muttu,m,10
5171,vasa ram,m,8
5172,libin lukkha,m,12
5174,shanu,m,5
5175,baccha singh,m,12
5176,rakesh alias kalua,m,18
5178,rudhra pratap,m,13
5179,ghaseeta ram,m,12
5180,vipul vats,m,10
5181,shokar khan,m,11
5182,arun kumar tiwari,m,17
5183,surender manoj,m,14
5184,jittender,m,9
5185,mohd. arman,m,11
5186,ram narayan,m,11
5187,mohd. ajim,m,10
5188,yogender choudhary,m,18
5189,tinku singh,m,11
5190,amar deep gupta,m,15
5191,ramprasad ramu,m,14
5192,rajeev gupta,m,12
5193,mahadev dalip,m,13
5194,rvindra bablu,m,13
5195,parmod so ganga shran,m,21
5196,tisar parasar,m,13
5197,miha singh,m,10
5198,rajendra singh,m,14
5199,rakesh soni,m,11
5200,ramniwasj pintu,m,15
5202,smt ashan,m,9
5204,hisham singh,m,12
5205,sitare,m,6
5206,dolat ram,m,9
5207,viccky,m,6
5208,raj kumar kale,m,14
5209,naveen kumar pandit,m,19
5210,saurabh beeryani,m,16
5211,rohit beeryani,m,14
5212,mo. firoj,m,9
5213,panchhi ramji,m,13
5214,prabhatyashi urf harsit,m,23
